Title,Company,Location,Salary,Job Type,Description,Date Posted
"Business Analyst, Expression of Interest",Newfoundland and Labrador Centre for Health...,Hybrid remote in Newfoundland and Labrador,"$67,978–$88,372 a year",Temporary,"Any offer of employment will be conditional upon completion of required background checks including acceptable professional reference checks, provision of a…  ","Posted
Posted 4 days ago"
Farm Labourers,Country Ribbon,"St. John's, NL",$19.50 an hour,N/A,High school diploma or equivalent and possession of a valid driver’s license are required. Applicants must be willing to work in a farm setting with live…   ,"Posted
Posted 30+ days ago"
Sales Associate,Rogers Communications,"St. John's, NL",Part-time,Weekends as needed,Participate in community events and outreach efforts to support local small businesses. Engage and grow your customer base with personalized communication and…,"Posted
Posted 8 days ago"
Student Recruiter (Band Level 7),Memorial University,"St. John's, NL","$48,643–$68,213 a year",Permanent,"Duties include developing and presenting information about the Marine Institute to local, national, and international audiences, including high schools, career…   ","Posted
Posted 30+ days ago"
Assistant Derrickman,Puglisevich Canada,"St. John's, NL",N/A,N/A,Frequently test the properties of the drilling fluid and keep records of the results. Contribute to good communication between all involved in the ongoing…   ,"Posted
Posted 20 days ago"
Room Attendant,Delta St. John's Westmont Hospitality Group,"St. John's, NL",$14.69–$18.45 an hour,Casual,"Shut off all lights, TVs, and air conditioners when leaving room. Must be able to speak, read, write, and understand the primary language(s) used by guests…  ","Posted
Posted 30+ days ago"
Project Administrative Assistant,Tristar Mechanical Ltd.,"St. John's, NL","$720–$1,120 a week",Full-time,"Have a valid driver’s license. Ability to read and interpret bid documents, project drawings and specifications an asset.  ","Posted
Posted 3 days ago"
Administration officer,NEWFOUND MORTGAGE PROFESSIONALS INC.,"St. John's, NL",$23 an hour,Full-time,"Assist in the development and implementation of office policies and procedures. Support the team with various tasks as needed, including data entry and report…  ","Posted
Posted 2 days ago"
Administrative Assistant III,Vale,"St. John's, NL",Permanent,Monday to Friday,"Receive and screen telephone calls, letters, and/or visitors, answering routine questions, and acquiring and providing information to save executive's time.   ","Posted
Posted 11 days ago"
"Office & Titles Clerk (Temporary, Part Time)",OPENLANE,"Paradise, NL",Part-time,Monday to Friday,"Maintain a knowledge of provincial and regulations as relate to vehicle titles. Check, acknowledge and respond to incoming messages.   ","Posted
Posted 17 days ago"
Package Handler- Warehouse,FedEx Ground Warehouse,"Mount Pearl, NL",Up to $18.35 an hour,"Fixed term contract
+1","Package Handlers are responsible for warehouse duties including: the physical loading, unloading and/or sorting of packages of varying sizes and weights by hand…   ","Posted
Posted 8 days ago"
food counter attendant,FB Burrito Partnership,"St. John's, NL",$15.50 an hour,"Full-time
+1","Serve customers at counters or buffet tables. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ","Posted
Posted 21 days ago"
Stores Clerk,PAL Technical Services,"St. John's, NL",Full-time,N/A,Provide inventory control of aircraft parts. Entering parts data into company's maintenance tracking system. Control quarantine stores as per company's MCM.   ,"Posted
Posted 26 days ago"
Sales Associate-Avalon Mall Annex (seasonal),The Children's Place,"St. John's, NL",Part-time,N/A,Signale rapidement à l'équipe de direction les besoins en matière de maintenance et de matériel pour offrir aux clients et associés un environnement propre et…   ,"Posted
Posted 30+ days ago"
Administration officer,NEWFOUND MORTGAGE PROFESSIONALS INC.,"St. John's, NL",$23 an hour,Full-time,"Assist in the development and implementation of office policies and procedures. Support the team with various tasks as needed, including data entry and report…  ","Posted
Posted 2 days ago"
Domestic/Laundry,NL Health Services,"St. John's, NL",N/A,N/A,The successful candidate will be required to provide a satisfactory Certificate of Conduct from the RCMP or local Police (Vulnerable Sector Check may be…  ,"Posted
Posted 30+ days ago"
"Manager, Occupational Health and Safety",City of St. John’s,"St. John's, NL",N/A,N/A,"Reporting to the Director of Human Resources, the Manager, Occupational Health and Safety is responsible for the development and implementation of the City's…   ","Posted
Posted 30+ days ago"
bartender,Spirit of Newfoundland Productions LTD,"St. John's, NL",$15.00–$15.25 an hour,"Full-time
+1","Collect cash, credit/debit cards or other payment for beverages. Enforce provincial/territorial liquor legislation and regulations. Organize and set up bar.  ","Posted
Posted 6 days ago"
Materials Coordinator,Evas Air,"Gander, NL","Full-time
+1",Monday to Friday,Provides feedback and participates in continuous quality improvement initiatives. Attention to detail and a high level of proficiency in a computerized…   ,"Posted
Posted 1 day ago"
Cashier,Dominion,"St. John's, NL",Part-time,Weekends as needed,Handle cash and credit card transactions. Our Cashiers connect with customers through delightful conversations and efficient transactions to create a memorable…   ,"Posted
Posted 25 days ago"
Store Manager 3,Walmart Canada,"Mount Pearl, NL",Full-time,N/A,"Serves the community as a visible leader by participating in and supporting community events, developing relationships with key community groups, serving as a…   ","Posted
Posted 4 days ago"
Call Taker/Dispatcher,Mr. Rooter Plumbing / Mr.Electric of St. John's...,"St. John's, NL",$18.50 an hour,Full-time,"In this role, the successful team member will answer service call request from customers and dispatch technicians to their job site.  ","Employer
Active 4 days ago"
delivery driver,Pik-Fast Express Inc.,"Mount Pearl, NL","Full-time
+1",N/A,"Education: No degree, certificate or diploma. Pay and receive payments for goods. Use maps and other trip planning aids. Up to 9 kg (20 lbs).  ","Posted
Posted 9 days ago"
Food Bank Coordinator,MacMorran Community Center,"St. John's, NL",$18.57 an hour,Full-time,Meeting with foodbanks to determine needs and gain an understanding of issues. Ongoing meetings with the coalition partners to report on progress.  ,"Employer
Active 4 days ago"
Administrative Assistant III,Vale,"St. John's, NL",Permanent,Monday to Friday,"Receive and screen telephone calls, letters, and/or visitors, answering routine questions, and acquiring and providing information to save executive's time.   ","Posted
Posted 11 days ago"
Server,Best Western Plus St. Johns Airport Hotel & Suites,"St. John's, NL",From $14.50 an hour,"Full-time
+1","Processes guests’ orders and ensures all items are prepared properly, in a timely manner and to ensure guest satisfaction with the food and service.   ","Employer
Active 4 days ago"
Production Technician,Atlantic Cultivation,"St. John's, NL",Full-time,"Monday to Friday
+2","All facets of our organization operate around our core values, which are a commitment to quality, community, and fun! Using a pre-roll machine.   ","Posted
Posted 9 days ago"
Data Science Graduate (Canada),Novo Nordisk,Canada,Full-time,N/A,No more than 1 year of full-time work experience after completing your Master’s degree (when hired). Together we will shape your journey by choosing the focus…,"Employer
Active 17 days ago"
Cashier/Food Counter Attendant,Menchie's Frozen Yogurt,"Mount Pearl, NL",From $15 an hour,"Full-time
+1",May receive payment for food items purchased. Menchies Frozen Yogurt in St John's and Mt Pearl is looking to hire a permanent full-time or Part time Food…  ,"Employer
Active 8 days ago"
Staff Solicitor (Contractual) - Gander Area Office,Newfoundland and Labrador Legal Aid Commission,"Gander, NL",N/A,N/A,Legal Aid NL is proud to provide an innovative and collaborative legal aid system that responds to the needs of low income persons.   ,"Posted
Posted 30+ days ago"
Student Assistant - Permanent hrs/wk,Newfoundland & Labrador English School District,"St. John's, NL",$24.06–$26.63 an hour,Permanent,Experience working with children either in a work or volunteer capacity. The role of a student assistant is student specific and will vary from school to school…   ,"Posted
Posted 4 days ago"
Host / Takeout Counter / Dishwasher,Shenanigans Restaurant and Pub,"Conception Bay South, NL",From $15 an hour,"Full-time
+1","Answer incoming calls and address customers’ concerns. Cater to guests who require extra attention (e.g. children, elderly). Maintain a clean reception area.  ","Employer
Active 18 days ago"
Office Administrator (23061),GEMTEC Consulting Engineers and Scientists Limited,"Mount Pearl, NL",Full-time,N/A,"GEMTEC management understands that creative, talented employees are assets, and that investing in employee development is an investment in our firm.   ","Posted
Posted 30+ days ago"
Food Operations Supervisor I,NL Health Services,"St. John's, NL",$28 an hour,Part-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ","Posted
Today"
General Manager,Tiffany Village Retirement Residence Partnership,"St. John's, NL",Full-time,"Monday to Friday
+2","Graduate of certificate/diploma or degree in Business, Hospitality or Nursing, good judgement and leadership abilities, supervisory capabilities.   ","Employer
Active 8 days ago"
Guest Service Administrators,Massage Addict Paradise,"Paradise, NL",$15–$18 an hour,"Full-time
+1",Provide outstanding client service; answering telephone calls and booking appointments. Maintain a safe and clean reception area by complying with clinic…   ,"Employer
Active 4 days ago"
purchasing agent,Good fortune Food Industry Inc.,"St. John's, NL",$22 an hour,"Full-time
+1","Education: Secondary (high) school graduation certificate. Develop specifications for equipment, materials and supplies to be purchased.  ","Posted
Posted 30+ days ago"
Store Manager,Newfoundland Labrador Liquor Corporation,"St. John's, NL","$86,198 a year",Full-time,"We welcome and encourage applications from under-represented groups such as: Indigenous persons, racially visible persons, persons with a disability, women, and…   ","Posted
Posted 30+ days ago"
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",Full-time,Monday to Friday,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,"Employer
Active 4 days ago"
All Opportunities L.A.M.C.,NL Health Services,"St. John's, NL",N/A,N/A,"In addition to physicians and nurses, the teams are made up of physiotherapists, occupational therapists, prosthetists, dietitians, speech language pathologists…  ","Posted
Posted 30+ days ago"
