Title,Company,Location,Salary,Job Type,Description,Date Posted
Project Coordinator,North Star Associates Inc.,"Wabush, NL",Fixed term contract,N/A,"A negative pre-employment drug & alcohol test, along with an acceptable driving record are important parts of our safety program and are requirements for…   ","Posted
Posted 30+ days ago"
Temporary Assistant Transportation Coordinator,Oceanex,"St. John's, NL",Fixed term contract,N/A,"He / she will also be responsible for completing various reports and monitoring the detention and demurrage reports, contact customers for return of equipment…   ","Posted
Posted 30+ days ago"
Financial Analyst,NL Health Services,"Labrador City, NL","$75,022–$97,529 a year",Full-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ","Posted
Posted 4 days ago"
Server and Cashier,Rod's Restaurant,"Clarenville, NL",Full-time,"Day shift
+6","Taking orders tending in tables prep work. Clarenville, NL: reliably commute or plan to relocate before starting work (required).  ","Posted
Posted 30+ days ago"
cashier,DASH FOODS INCORPORATED,"St. Anthony, NL",$15 an hour,"Full-time
+1","Process money, cheques and credit/debit card payments. Education: Secondary (high) school graduation certificate. Accept reservations or take-out orders.   ","Posted
Posted 3 days ago"
Domestic Worker (Utility),NL Health Services,"Clarenville, NL",$19 an hour,N/A,A valid class 04 driver's license is required to willing to obtain within six (6) months.. NL Health Services is responsible for delivering health and community…  ,"Posted
Posted 24 days ago"
Graphic Artist,trophi.ai,"St. John's, NL",Full-time,N/A,Deliver optimized UI assets and layouts to the development team and ensure they are integrated at a high quality. Collaborate. We’re big on collaboration.  ,"Posted
Posted 30+ days ago"
Cashier,Jim’s Value Grocer,"Grand Falls-Windsor, NL",From $15 an hour,Full-time,"We are taking extra cleaning precautions and have a protective plexiglass barrier between cashiers and customers. 35 hours per week, evening and weekend shifts.  ","Employer
Active 18 days ago"
Wood Truck Driver - Application Pool,Kruger Inc.,"Corner Brook, NL",$31.25 an hour,"Day shift
+1","A proven safety track record and clean drivers abstract. At Kruger, we believe in giving our employees the space to grow, within a dynamic and stimulating…   ","Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,"Employer
Active 4 days ago"
anatomical pathologist,Eastern Regional Health Authority,"Mount Pearl, NL","$232,700–$262,720 a year","Full-time
+1","Study the nature, cause and development of diseases and the structural and functional changes caused by diseases. Hours: 75 hours bi-weekly.   ","Posted
Posted 30 days ago"
family worker - home care,Elizabeth Noseworthy,"Grand Falls-Windsor, NL",$16 an hour,"Part-time
+1","Education: College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years. Experience with special needs children.  ","Posted
Posted 17 days ago"
Merchandise Processing Associate,Value Village,"St. John's, NL","Full-time
+1",N/A,"With our aggressive store expansion plans, we recognize the importance of the continued growth and development of our team members.   ","Posted
Posted 17 days ago"
Bookkeeper,Roger Coombs & Associates Professional Corporation,"Paradise, NL",$20–$23 an hour,Full-time,"Calculate and prepare cheques for payroll, Reconcile accounts, Post journal entries, Maintain general ledgers and financial statements, Keep financial records…  ","Employer
Active 3 days ago"
Chalet Attendant,Whaleback Nordic Ski Club,"Stephenville, NL",From $15 an hour,"Part-time
+1",Balance cash and keep records of financial transactions made at the chalet. Proficiency in using POS systems for order processing and payment handling.  ,"Employer
Active 5 days ago"
Planner – Electrical (Permanent),Newfoundland and Labrador Hydro,"Hybrid remote in Churchill Falls, NL",Permanent,N/A,  ,"Posted
Posted 18 days ago"
Assistant Controller (Maternity Replacement - 18 Months),O’Neill Automotive Group,"Mount Pearl, NL",Full-time,N/A,  ,"Posted
Posted 24 days ago"
garbage truck driver,Provincial Ready Mix Inc.,"Placentia, NL",$24 an hour,"Full-time
+1",  ,"Posted
Posted 17 days ago"
Saltwater Aquaculture Worker,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
building superintendent,Stella's Circle,"St. John's, NL",$21.49–$23.57 an hour,"Full-time
+1",  ,"Posted
Posted 10 days ago"
kitchen helper,Golden Phoenix Buffet,"St. John's, NL",$15 an hour,"Full-time
+1", ,"Posted
Posted 30+ days ago"
Holyrood Orangestore- Assistant Manager,People Stuff,"Holyrood, NL",Full-time,"Day shift
+2", ,"Posted
Posted 3 days ago"
Distribution Services Supervisor,Newfoundland and Labrador Hydro,"Hybrid remote in Happy Valley-Goose Bay, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
Hydrovac Operator,ERIC TAYLOR LTD,"Conception Bay South, NL","Full-time
+1",Monday to Friday, ,"Posted
Posted 30+ days ago"
Ecommerce Store Associate,Walmart Canada,"Labrador City, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
restaurant manager,EgyCana Fast Food Enterprise Inc.,"St. John's, NL",$18 an hour,Full-time, ,"Posted
Posted 5 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,,"Employer
Active 4 days ago"
Project Manager,Maderra Engineering,"St. John's, NL",Full-time,Monday to Friday, ,"Posted
Posted 3 days ago"
Settlement Officer,Association for New Canadians,"Corner Brook, NL","Full-time
+1",Monday to Friday,  ,"Posted
Posted 30+ days ago"
Barista,Marble Mountain Resort,"Steady Brook, NL",$15.26–$15.57 an hour,"Part-time
+1", ,"Employer
Active 5 days ago"
cook,The Merchant Tavern,"St. John's, NL",$16 an hour,"Full-time
+1",  ,"Posted
Posted 30+ days ago"
town clerk,Town of Rocky Harbour,"Rocky Harbour, NL","$65,000 a year","Full-time
+1", ,"Posted
Posted 9 days ago"
Membership Sales Associate,Orangetheory Fitness 10072,"St. John's, NL",Part-time,N/A, ,"Posted
Posted 9 days ago"
Processing Maintenance Manager,Cooke Aquaculture Inc.,"Hermitage, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
Service Supervisor,TCAT Div of Toromont Industries Ltd,"St. John's, NL",Full-time,N/A,  ,"Posted
Posted 30+ days ago"
Chalet Manager,Whaleback Nordic Ski Club,"Stephenville, NL",From $15 an hour,"Full-time
+1", ,"Employer
Active 6 days ago"
SAP Clerk PT,Dominion,"Mount Pearl, NL",Part-time,Weekends as needed,  ,"Posted
Posted 15 days ago"
Center of Health Excellence - Medical Physicians,People Stuff,"St. John's, NL","Full-time
+1",N/A, ,"Posted
Posted 30+ days ago"
Regional Business Development- New Foundland,Kal Tire,"Paradise, NL","Full-time
+1",N/A,  ,"Posted
Posted 17 days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,,"Employer
Active 4 days ago"
House Cleaner - St John's,Maid Home Cleaning Services,"St. John's, NL",$20–$25 an hour,"Casual
+1", ,"Employer
Active 4 days ago"
Temporary Assistant Transportation Coordinator,Oceanex,"St. John's, NL",Fixed term contract,N/A,  ,"Posted
Posted 30+ days ago"
fish grader,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL",$20.20 an hour,"Full-time
+1", ,"Posted
Posted 30+ days ago"
Part Time Keyholder - (Store#1511 Churchill Square),Pet Valu,"St. John's, NL",Part-time,"Weekends as needed
+1",  ,"Posted
Posted 24 days ago"
sales associate,Urban Shoe Company Ltd,"Gander, NL",$16 an hour,"Full-time
+1", ,"Posted
Posted 28 days ago"
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A, ,"Posted
Posted 30+ days ago"
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1",  ,"Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A, ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,  ,"Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1", ,"Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1", ,"Posted
Today"
Accounting Clerk II,NL Health Services,"St. John's, NL",$26 an hour,Full-time, ,"Posted
Posted 6 days ago"
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",Full-time,"Weekends as needed
+1",  ,"Posted
Posted 30+ days ago"
Assistant Manager,Kent Building Supplies,"St. John's, NL",Full-time,N/A,,"Employer
Active 4 days ago"
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,Weekends as needed,,"Employer
Active 4 days ago"
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,Full-time,N/A,,Hiring ongoing
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,Full-time,N/A,,"Employer
Active 4 days ago"
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,Part-time,N/A,,"Employer
Active 4 days ago"
Electronics Service Technician,BABB Security Systems,"St. John's, NL",N/A,N/A,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ","Posted
Posted 30+ days ago"
inside sales representative,smith stockley ltd,"St. John's, NL","$40,000–$80,000 a year","Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Experience: 5 years or more.   ","Posted
Posted 4 days ago"
Chief Financial Officer (CFO) -,Roman Catholic Archdiocese of St. John's,"St. John's, NL",Full-time,N/A,This position will also provide advisory services for parish-affiliated community holding companies. The successful candidate is an individual who is an…  ,"Posted
Posted 30+ days ago"
Regional Settlement Coordinator,Association for New Canadians,"Happy Valley-Goose Bay, NL",Full-time,N/A,"Provide linkages to the local community including volunteer, sports and community associations and local schools. Job Title: Regional Settlement Coordinator.   ","Posted
Posted 4 days ago"
barista,Mamattuk,"Happy Valley-Goose Bay, NL",$16.50–$17.50 an hour,"Full-time
+1","Education: No degree, certificate or diploma. Bring clean dishes, flatware and other items to serving areas and set tables. Stock refrigerators and salad bars.  ","Posted
Posted 15 days ago"
housekeeping supervisor,Deer Lake Holdings Limited,"Deer Lake, NL",$23.50 an hour,"Full-time
+1",Education: Secondary (high) school graduation certificate. Hire and train or arrange for training of cleaning staff. Experience: 1 year to less than 2 years.  ,"Posted
Today"
