Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
building cleaner,Quality Hotel Clarenville,"Clarenville, NL",15.0,"Full-time
+1","Education: No degree, certificate or diploma. Driver's validity licence check. Address customers' complaints or concerns. Wash windows, walls and ceilings.  ",30.0,48.1679902,-53.9646413
baker,TTSJ Holdings Ltd,"Lethbridge, NL",15.0,"Full-time
+1","Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes and icings and frostings according to recipes or special customer…  ",30.0,48.3693121,-53.8565442
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",,Full-time,Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,30.0,47.5255933,-52.8724145
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",,Permanent,"Have proven customer service skills through work or community involvement. Are willing to assist in a professional, friendly and efficient manner.   ",21.0,47.733123,-53.2366225
Outside Sales Representative,Capital Home Building Centre,"Paradise, NL",,Full-time,Applicant must possess valid drivers license. Duties include but are not limited to personal contact with new and existing customers through site visits and…  ,4.0,47.5255933,-52.8724145
kitchen helper,Nain Hotel Ltd.,"Nain, NL",15.2,"Full-time
+1",Education: Secondary (high) school graduation certificate. Handle and store cleaning products. Experience: 7 months to less than 1 year.  ,30.0,56.54340345,-61.69283301586507
building cleaner,Quality Hotel Clarenville,"Clarenville, NL",15.0,"Full-time
+1","Education: No degree, certificate or diploma. Driver's validity licence check. Address customers' complaints or concerns. Wash windows, walls and ceilings.  ",30.0,48.1679902,-53.9646413
baker,TTSJ Holdings Ltd,"Lethbridge, NL",15.0,"Full-time
+1","Education: Secondary (high) school graduation certificate. Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes and…  ",30.0,48.3693121,-53.8565442
Outside Sales Representative,Capital Home Building Centre,"Paradise, NL",,Full-time,Applicant must possess valid drivers license. Duties include but are not limited to personal contact with new and existing customers through site visits and…  ,4.0,47.5255933,-52.8724145
IRATA Level 1 and Level 2 Rope Access Technicians,"Team Industrial Services, Inc.","Paradise, NL",,Full-time,Valid driver’s license that is compliant with Company policy. Support business development whenever possible to help grow the business.   ,30.0,47.5255933,-52.8724145
Customer Experience Associate- Carbonear- Newfoundland & Labrador (30 hours/week),Scotiabank,"Carbonear, NL",,Permanent,You’ll be supported by leadership through meaningful development conversations that enable faster advancement and internal training to support your growth and…   ,21.0,47.733123,-53.2366225
Operations Coordinator,PAL Airlines,"St. John's, NL",1.0,Full-time,Participate in the SMS program as per company policy. Assist with the training and development of PAL Operations Leads. This will include after-hours support.   ,10.0,47.5614705,-52.7126162
user support technician,Avalon Tech & Tailor Inc.,"St. John's, NL",15.25,"Full-time
+1",Education: Secondary (high) school graduation certificate. What is your current field of study? Solder and manually assemble various electronic components on…  ,12.0,47.5614705,-52.7126162
Equity Diversity and Inclusion (EDI) Project Lead,Association for New Canadians,"St. John's, NL",,Full-time,"Association for New Canadians (ANC) is a non-profit, community based organization dedicated to the provision of settlement and integration services for…   ",30.0,47.5614705,-52.7126162
kitchen helper,SINAING Home of Filipino Cuisine,"St. John's, NL",15.0,"Full-time
+1","Education: Secondary (high) school graduation certificate. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ",30.0,47.5614705,-52.7126162
"Supervisor, Emergency Response",Vale Canada,"Long Harbour-Mount Arlington Heights, NL",,Full-time,"Class 5 or equivalent driver's license. The Emergency Response Supervisor is responsible for the development, implementation, and continual improvement of the…   ",18.0,47.44858145,-53.76102552927817
Crew Member/Labourer,Murray's landscape Services,"Portugal Cove-st Philips, NL",,,Valid driver’s license an asset. The landscape labourer works seasonally as part of a professional crew to carry out excellent landscape construction for our…  ,30.0,47.62863595,-52.84708753731729
Marketing and Communications Coordinator,St. John’s Sports & Entertainment Ltd.,"St. John's, NL",,Full-time,Create social media plans and coordinate and execute social media campaigns. We're looking for our marketing and communications rockstar to create captivating…  ,17.0,47.5614705,-52.7126162
Guest Service Agent - Full Time,Holiday Inn Express & Suites St. John's Airport,"St. John's, NL",17.75,"Full-time
+1","Handles cash, cheques, credit and debit card transactions in accordance with Hotel Policies. Provides superior customer service and handles administrative…   ",14.0,47.5614705,-52.7126162
IRT (Externally Funded),Newfoundland & Labrador English School District,"Mount Pearl, NL",,,"Successful candidates will be able to engage professionally with colleagues, families, and communities; demonstrate the planning and implementation of effective…   ",17.0,47.5239607,-52.811664
town clerk,Town of Rocky Harbour,"Rocky Harbour, NL",65.0,"Full-time
+1", ,9.0,49.58406025,-57.92171309078894
refrigeration technician,Spruce Meadow Farms ltd.,"Happy Valley-Goose Bay, NL",29.74,"Full-time
+1", ,30.0,53.2964352,-60.3111895
Client Care/Sales Coordinator,Ewyn Studios,"St. John's, NL",16.0,"Full-time
+1",  ,4.0,47.5614705,-52.7126162
Buyer,Newfoundland and Labrador Hydro,"Hybrid remote in St. John's, NL",,Full-time,  ,22.0,47.5614705,-52.7126162
Fire Systems Technician (Offshore/Onshore),Martin's Fire Safety,"Mount Pearl, NL",,Full-time, ,30.0,47.5239607,-52.811664
Sales Associate/Assistant Manager,Urban Shoe Company,"St. John's, NL",17.5,"Full-time
+1", ,4.0,47.5614705,-52.7126162
Line Cook,Best Western Plus St-John's Airport Hotel & Suites,"St. John's, NL",15.0,Full-time,  ,4.0,47.5614705,-52.7126162
Bilingual Pre-board Screening Officer,Securitas Inc.,"St. John's, NL",20.98,Rotating shift,  ,30.0,47.5614705,-52.7126162
offset platemaker,Zein Press & Printed Packaging,"St. John's, NL",20.0,"Full-time
+1", ,4.0,47.5614705,-52.7126162
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,,4.0,47.5614705,-52.7126162
Legal Operations Associate,EvenUp,Remote in Newfoundland and Labrador,50.0,Full-time, ,30.0,47.5614705,-52.7126162
Branch Operations Leader,WillScot | Mobile Mini,"Blaketown, NL",,Full-time,  ,24.0,47.4714241,-53.5519821
Assistant Automotive Photographer,Capital Auto Group,"St. John's, NL",16.75,Permanent, ,3.0,47.5614705,-52.7126162
Stenographer II,Central Health NL,"Fogo Island, NL",26.0,,  ,30.0,49.6972997,-54.26124295214966
building superintendent,Stella's Circle,"St. John's, NL",21.49,"Full-time
+1",  ,10.0,47.5614705,-52.7126162
Assistant Automotive Photographer,Capital Auto Group,"St. John's, NL",16.75,Permanent,"Possess a valid driver’s license with manual transmission abilities. Using software, edit photos and develop a brief copy description of the vehicle.  ",3.0,47.5614705,-52.7126162
Stenographer II,Central Health NL,"Fogo Island, NL",26.0,,""" A satisfactory certificate of conduct from the RCMP or local police authority. "" Must have a minimum typing speed of 60 words per minute (Typing test required…   ",30.0,49.6972997,-54.26124295214966
baker,Persepolis Persian Restaurant ltd,"St. John's, NL",16.0,"Full-time
+1",Education: Secondary (high) school graduation certificate. Prepare dishes for customers with food allergies or intolerances. Hours: 20 to 40 hours per week.  ,8.0,47.5614705,-52.7126162
Membership Sales Associate,Orangetheory Fitness 10072,"St. John's, NL",,Part-time,Working hand-in-hand with trainers to guide intros through their first Orangetheory workout. Participating in marketing and outreach events.  ,9.0,47.5614705,-52.7126162
Team Lead,Roots,"St. John's, NL",,Part-time,Partner with store management to execute action plans that optimize results and ensure effective execution of all store operational activities;   ,5.0,47.5614705,-52.7126162
Office Assistant/OHS Officer,Exploits Welding & Machine Shop,"Grand Falls-Windsor, NL",17.0,"Full-time
+1","Assist with data entry, filing, and organizing documents. Answer and direct phone calls, take messages, and respond to inquiries.  ",8.0,48.944151,-55.652618
In-Store Merchandiser / Experience Required,Laura Canada,"St. John's, NL",,Full-time,"Remplit, avec les gestionnaires, le formulaire « Liste de contrôle - Présentation visuelle » comme outil de planification en utilisant les plans de plancher et…   ",30.0,47.5614705,-52.7126162
"Team Leader, Avalon Mall",Saje Natural Wellness | Retail,"St. John's, NL",,,"Contribute to an environment of excellent community member service, sharing our awesome products and spreading wellness through the in-store experience.   ",30.0,47.5614705,-52.7126162
inside sales representative,smith stockley ltd,"St. John's, NL",40.0,"Full-time
+1","Prepare sales, rental or leasing contracts and accept cash, cheque, credit card or automatic debit payment. Estimate or quote prices, credit or contract terms,…   ",4.0,47.5614705,-52.7126162
Installer,Action Car and Truck Accessories Inc.,"St. John's, NL",19.0,"Full-time
+1","If you are a wrenching enthusiast, who has at least two years’ experience installing aftermarket accessories, have a strong mechanical aptitude, and you enjoy…   ",3.0,47.5614705,-52.7126162
Cook/Kitchen Hand,Westbury Estates,"St. John's, NL",16.0,Full-time,Current first aid and CPR certification. To follow and act in accordance with provincial health and safety legislation and departmental safe job procedures as…   ,19.0,47.5614705,-52.7126162
Digital & Event Marketing Assistant,St. John's Board of Trade,"St. John's, NL",16.0,"Full-time
+1","Assist with digital content during events, including event promotion, live updates, and social posts. Assist with event advertising on social media and company…   ",6.0,47.5614705,-52.7126162
Maintenance Supervisor,Country Ribbon Inc.,"St. John's, NL",,Full-time,You will oversee the preventative maintenance program and direct facility and equipment maintenance/repairs. You will also be required to assist in maintenance…   ,30.0,47.5614705,-52.7126162
Bakery Clerk PT,Dominion,"St. John's, NL",,Part-time,They help provide a positive in-store shopping experience by ensuring the store is always ready with available products that meet customer needs to live life…   ,4.0,47.5614705,-52.7126162
Retail Supervisor,Value Village,"St. John's, NL",,,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ",30.0,47.5614705,-52.7126162
"Inside Sales Representative - Wabush, NL",Air Liquide,"Wabush, NL",1.0,Full-time,"Use your welding knowledge and experience to deliver products to our customers, and help them find the right supplies for their projects and business needs.   ",4.0,52.8999927,-66.8701732
Legal Administrative Assistant (Real Estate),O'Dea Earle Law Offices,"St. John's, NL",47.0,"Full-time
+1",O’Dea Earle is a full service law firm looking for a legal administrative assistant with a minimum of three years’ experience in the area of real estate.  ,4.0,47.5614705,-52.7126162
Utility Worker 1 hrs/wk mths - Temporary,Newfoundland & Labrador English School District,"Stephenville, NL",20.05,,"The Utility Worker I is responsible for the daily cleaning of schools; including mopping of floors, cleaning of washrooms, classrooms, windows, etc.   ",1.0,48.5452022,-58.5871146
Childcare Cook,First Light NL,"St. John's, NL",17.0,Full-time,The cook ensures that the meals are appealing and tasty to encourage the children to eat a variety of foods. The Lead Cook plays a critical role in ensuring all…   ,8.0,47.5614705,-52.7126162
Manager Protection & Control,Newfoundland Power Inc.,"St. John's, NL",,Full-time,You will provide oversite for the team in the design and implementation of electrical protection schemes; review and development of electrical protection…   ,17.0,47.5614705,-52.7126162
Student Assistant (Permanent) hrs/day (with transportation duties),Newfoundland & Labrador English School District,"Wabush, NL",24.06,Permanent,"This position involves assisting student(s) with severe cognitive, physical, and/or behavioral needs. REMINDER: Electronic eOFFERs only with 24 hour expiration …   ",3.0,52.8999927,-66.8701732
